mosq_No,mosq_species,Treatment,dpi,part,Body,Head,PCLPV_copies,GMV_copies,ATV_copies,AANV_copies,ZIKV_copies,GCTLV_copies,WSLV3_copies,WNV_copies,group(plaque/qPCR+1000) ,group(plaque/qPCR+0) ,group(plaque/qPCR+1000/body+1000) ,group(plaque/qPCR+0/body+0) ,Info1,plaque_assay,head_ZIKV+1000,body_ZIKV+1000
CWV-14dpi-1,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-421,GIM-401,,,,,,1448,0,0,WNV(+suspected),,,14dpi-WNV(+/),CQ-14dpi-WNV,14dpi-WNV(+),,
CWV-14dpi-2,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-422,GIM-402,,,,,,7955,2604,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-3,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-423,GIM-403,,,,,,339093,4014508,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-4,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-424,GIM-404,,,,,,1508,2528261,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-5,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-425,GIM-405,,,,,,125513,7113850,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-6,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-426,GIM-406,,,,,,93296,5855119,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-7,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-427,GIM-407,,,,,,1617,26536,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-8,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-428,GIM-408,,,,,,789,0,0,WNV(+suspected),,,14dpi-WNV(+/),CQ-14dpi-WNV,14dpi-WNV(+),,
CWV-14dpi-9,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-429,GIM-409,,,,,,252,0,0,WNV(+),,,14dpi-WNV(+/),CQ-14dpi-WNV,14dpi-WNV(+),,
CWV-14dpi-10,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-430,GIM-410,,,,,,661,6864586,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-11,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-431,GIM-411,,,,,,1702,6790,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-12,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-432,GIM-412,,,,,,961,0,0,WNV(+suspected),,,14dpi-WNV(+/),CQ-14dpi-WNV,14dpi-WNV(+),,
CWV-14dpi-13,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-433,GIM-413,,,,,,1585,10994320,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-14,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-434,GIM-414,,,,,,1788,0,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-15,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-435,GIM-415,,,,,,1171,19117,2166,WNV(+suspected),,,14dpi-WNV(+/),CQ-14dpi-WNV,14dpi-WNV(+),,
CWV-14dpi-16,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-436,GIM-416,,,,,,0,0,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-17,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-437,GIM-417,,,,,,628,10556,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-18,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-438,GIM-418,,,,,,269,1934,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-19,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-439,GIM-419,,,,,,1190,6042,0,WNV(-),,,14dpi-WNV(-/-),CQ-14dpi-WNV,14dpi-WNV(-),,
CWV-14dpi-20,Cx_quinquefasciatus,CQ-WNV,14dpi,head,GIM-440,GIM-420,,,,,,834,7054149,0,WNV(-),,,14dpi-WNV(-/+),CQ-14dpi-WNV,14dpi-WNV(-),,
CE-7dpi-1,Cx_quinquefasciatus,CQ-blood,7dpi,head,GIM-451,GIM-441,,,,,,212,0,0,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,,
CE-7dpi-2,Cx_quinquefasciatus,CQ-blood,7dpi,head,GIM-452,GIM-442,,,,,,296,3567690,0,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,,
CE-7dpi-3,Cx_quinquefasciatus,CQ-blood,7dpi,head,GIM-453,GIM-443,,,,,,323,1841410,0,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,,
CE-7dpi-4,Cx_quinquefasciatus,CQ-blood,7dpi,head,GIM-454,GIM-444,,,,,,0,0,0,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,,
CE-7dpi-5,Cx_quinquefasciatus,CQ-blood,7dpi,head,GIM-455,GIM-445,,,,,,331,0,0,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,CQ-7dpi-blood,,
CE-14dpi-1,Cx_quinquefasciatus,CQ-blood,14dpi,head,GIM-471,GIM-461,,,,,,357,0,0,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,,
CE-14dpi-2,Cx_quinquefasciatus,CQ-blood,14dpi,head,GIM-472,GIM-462,,,,,,110,7307,0,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,,
CE-14dpi-3,Cx_quinquefasciatus,CQ-blood,14dpi,head,GIM-473,GIM-463,,,,,,265,2974363,0,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,,
CE-14dpi-5,Cx_quinquefasciatus,CQ-blood,14dpi,head,GIM-475,GIM-465,,,,,,38,0,0,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,,
CE-14dpi-6,Cx_quinquefasciatus,CQ-blood,14dpi,head,GIM-476,GIM-466,,,,,,124,1699,0,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,CQ-14dpi-blood,,
CNE-7dpi-1,Cx_quinquefasciatus,CQ-sucrose,7dpi,head,GIM-491,GIM-481,,,,,,85,0,0,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,,
CNE-7dpi-2,Cx_quinquefasciatus,CQ-sucrose,7dpi,head,GIM-492,GIM-482,,,,,,112,0,0,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,,
CNE-7dpi-3,Cx_quinquefasciatus,CQ-sucrose,7dpi,head,GIM-493,GIM-483,,,,,,61019,0,0,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,,
CNE-7dpi-4,Cx_quinquefasciatus,CQ-sucrose,7dpi,head,GIM-494,GIM-484,,,,,,68,4113043,0,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,,
CNE-7dpi-5,Cx_quinquefasciatus,CQ-sucrose,7dpi,head,GIM-495,GIM-485,,,,,,0,0,0,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,CQ-7dpi-sucrose,,
CNE-14dpi-5,Cx_quinquefasciatus,CQ-sucrose,14dpi,head,GIM-525,GIM-515,,,,,,18,6463,0,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,,
CNE-14dpi-7,Cx_quinquefasciatus,CQ-sucrose,14dpi,head,GIM-527,GIM-517,,,,,,116,0,0,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,,
CNE-14dpi-8,Cx_quinquefasciatus,CQ-sucrose,14dpi,head,GIM-528,GIM-518,,,,,,120,0,0,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,,
CNE-14dpi-9,Cx_quinquefasciatus,CQ-sucrose,14dpi,head,GIM-529,GIM-519,,,,,,216,0,0,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,,
CNE-14dpi-10,Cx_quinquefasciatus,CQ-sucrose,14dpi,head,GIM-530,GIM-520,,,,,,90,271,0,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,CQ-14dpi-sucrose,,
